ClienteID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
8372-JUXUI,male,0,No,Yes,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,74.35,20.25,1
3552-CTCYF,male,0,Yes,Yes,63,Yes,fiber optic,No,No,Yes,Two year,Bank transfer (automatic),104.8,80.85,0
6778-YSNIH,female,0,No,No,2,Yes,dsl,No,No,Yes,Month-to-month,Electronic check,59.0,25.75,0
0388-EOPEX,female,0,Yes,No,2,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,74.4,56.05,1
5756-OZRIO,male,1,Yes,No,61,Yes,dsl,No,No,No,One year,Bank transfer (automatic),64.05,3902.6,0
6579-JPICP,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.4,20.4,0
8205-OTCHB,male,0,No,No,22,Yes,dsl,No,No,No,One year,Bank transfer (automatic),43.75,903.6,1
4134-BSXLX,male,0,Yes,No,28,Yes,dsl,Yes,Yes,No,Month-to-month,Mailed check,60.9,1785.65,0
0505-SPOOW,female,0,Yes,No,70,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.8,1397.65,0
6235-VDHOM,female,1,No,No,5,Yes,dsl,No,No,No,Month-to-month,Electronic check,28.45,131.05,1
7783-YKGDV,female,0,No,No,12,Yes,fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),99.7,1238.45,1
4374-YMUSQ,male,0,No,No,34,Yes,fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),116.25,3899.05,0
4513-CXYIX,female,1,Yes,No,71,Yes,fiber optic,Yes,No,No,Two year,Credit card (automatic),80.7,5676.0,0
3957-HHLMR,female,0,Yes,Yes,70,Yes,dsl,Yes,No,No,One year,Bank transfer (automatic),65.2,4543.15,0
7803-XOCCZ,female,0,Yes,Yes,52,Yes,fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),84.05,4326.8,0
5736-YEJAX,male,0,No,Yes,69,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),79.45,5502.55,0
5609-CEBID,female,1,No,No,20,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,94.1,1782.4,1
8981-FJGLA,male,0,No,Yes,11,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,78.0,851.8,0
7218-HKQFK,male,0,Yes,No,2,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,94.2,167.5,1
4636-QRJKY,female,0,Yes,Yes,6,Yes,fiber optic,No,Yes,No,Month-to-month,Electronic check,80.5,502.85,1
1135-LMECX,female,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.85,19.85,0
4332-MUOEZ,male,1,Yes,Yes,20,Yes,fiber optic,Yes,Yes,No,One year,Credit card (automatic),94.3,1818.3,0
8535-SFUTN,male,0,No,No,61,Yes,fiber optic,Yes,No,Yes,Month-to-month,Electronic check,106.45,6300.15,0
5956-VKDTT,female,1,Yes,No,5,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,74.35,334.8,1
8677-HDZEE,female,0,No,No,56,Yes,fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),105.45,5916.95,0
2475-MROZF,male,0,No,No,30,Yes,fiber optic,Yes,Yes,No,Month-to-month,Credit card (automatic),95.0,2852.4,0
9412-GHEEC,male,0,No,No,40,Yes,fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),104.8,4131.95,1
3482-ABPKK,female,0,No,No,28,Yes,dsl,Yes,Yes,No,One year,Mailed check,54.3,1546.3,0
6705-LXORM,female,1,Yes,No,5,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,70.05,302.6,0
0257-ZESQC,female,1,Yes,No,27,Yes,fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),75.2,1929.35,1
7531-GQHME,male,0,No,No,12,Yes,no,No,No,No,Month-to-month,Credit card (automatic),20.05,265.45,0
5174-ITUMV,male,0,Yes,Yes,67,Yes,fiber optic,No,No,Yes,One year,Electronic check,105.4,6989.45,0
4109-CYRBD,male,1,Yes,No,29,Yes,dsl,No,No,No,Month-to-month,Electronic check,51.6,1442.0,0
0913-XWSCN,male,0,Yes,Yes,55,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.5,4713.4,0
6825-UYPFK,female,0,No,No,23,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.6,1758.6,1
8397-MVTAZ,male,0,Yes,No,34,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,100.05,3480.0,1
0750-EBAIU,male,0,No,No,52,Yes,fiber optic,Yes,No,Yes,One year,Electronic check,91.25,4738.3,0
8606-CIQUL,male,1,Yes,Yes,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),115.75,8399.15,0
3571-DPYUH,male,0,Yes,Yes,58,Yes,fiber optic,No,Yes,Yes,One year,Credit card (automatic),94.7,5430.35,0
7601-GNDYK,male,0,Yes,Yes,35,Yes,no,No,No,No,Two year,Mailed check,19.6,686.95,0
0356-OBMAC,female,1,No,No,56,Yes,fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.9,5706.3,0
8067-NIOYM,female,0,Yes,Yes,24,Yes,no,No,No,No,Two year,Credit card (automatic),21.1,490.65,0
1403-GYAFU,male,0,Yes,Yes,70,Yes,no,No,No,No,Two year,Credit card (automatic),20.05,1360.25,0
4234-XTNEA,male,0,No,No,2,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,79.95,174.45,0
1297-VQDRP,male,1,Yes,Yes,68,Yes,fiber optic,No,Yes,Yes,One year,Credit card (automatic),107.15,7379.8,0
9282-IZGQK,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,85.0,85.0,1
5348-CAGXB,male,0,No,No,12,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,1021.75,0
0621-HJWXJ,female,0,Yes,No,63,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.55,5029.05,0
5844-QVTAT,female,0,Yes,Yes,33,Yes,dsl,Yes,No,No,One year,Mailed check,58.45,1955.4,0
8905-IAZPF,female,0,Yes,No,69,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),95.65,6744.2,0
5394-MEITZ,female,0,Yes,Yes,60,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),80.6,4946.7,0
6859-QNXIQ,female,0,Yes,Yes,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),113.1,8248.5,0
2782-LFZVW,female,0,No,No,11,Yes,dsl,No,No,No,Month-to-month,Mailed check,58.95,601.6,0
2866-IKBTM,female,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.55,19.55,0
1342-JPNKI,male,0,No,No,10,Yes,fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),86.05,834.1,1
2817-NTQDO,male,0,No,No,13,Yes,dsl,Yes,Yes,Yes,Month-to-month,Credit card (automatic),45.55,597.0,1
7129-AZJDE,male,0,Yes,Yes,34,Yes,fiber optic,No,No,No,One year,Bank transfer (automatic),78.95,2647.2,0
6986-IJDHX,male,0,Yes,Yes,39,Yes,fiber optic,No,No,Yes,Month-to-month,Mailed check,86.3,3266.0,1
2560-PPCHE,female,0,No,No,65,Yes,fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),105.05,6744.25,0
4676-MQUEA,male,1,Yes,No,50,Yes,fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),101.9,5265.5,0
8138-EALND,male,0,No,No,15,Yes,no,No,No,No,Month-to-month,Mailed check,19.75,311.6,0
3580-HYCSP,male,0,Yes,Yes,72,Yes,fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),110.3,7966.9,0
1352-HNSAW,female,0,Yes,Yes,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.6,8220.4,0
2075-PUEPR,male,0,Yes,Yes,55,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.35,1153.25,0
1982-FEBTD,female,0,Yes,Yes,23,Yes,no,No,No,No,Two year,Credit card (automatic),25.6,514.75,0
5301-GAUUY,male,0,No,No,32,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),80.35,2596.15,1
5791-KAJFD,female,0,Yes,Yes,56,Yes,dsl,Yes,No,No,One year,Bank transfer (automatic),68.75,3808.0,0
2654-VBVPB,female,0,No,No,1,Yes,no,No,No,No,Month-to-month,Bank transfer (automatic),19.9,19.9,0
1154-HYWWO,male,0,No,No,38,Yes,dsl,Yes,Yes,Yes,One year,Mailed check,70.6,2708.2,0
2501-XWWTZ,male,0,No,No,11,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,70.2,760.05,0
3716-UVSPD,male,0,No,No,1,Yes,dsl,No,Yes,No,Month-to-month,Electronic check,49.3,49.3,0
6815-ABQFQ,male,0,Yes,No,56,Yes,fiber optic,No,Yes,Yes,One year,Electronic check,107.25,6033.3,0
7343-EOBEU,male,0,Yes,No,3,Yes,no,No,No,No,Month-to-month,Mailed check,23.6,89.05,0
3701-SFMUH,male,0,Yes,Yes,7,Yes,dsl,Yes,No,Yes,Month-to-month,Credit card (automatic),69.7,516.15,0
6103-LIANB,male,0,Yes,Yes,59,Yes,fiber optic,No,No,Yes,Two year,Credit card (automatic),99.5,5861.75,0
7319-VENRZ,male,0,No,No,7,Yes,dsl,No,Yes,Yes,Month-to-month,Bank transfer (automatic),64.3,445.95,0
5846-NEQVZ,male,0,Yes,Yes,71,Yes,dsl,Yes,Yes,No,Two year,Credit card (automatic),70.85,4973.4,0
6967-QIQRV,male,0,Yes,Yes,15,Yes,fiber optic,Yes,Yes,Yes,One year,Electronic check,101.9,1667.25,0
5781-RFZRP,male,0,Yes,No,71,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),73.5,5357.75,0
0939-YAPAF,female,0,No,No,35,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,100.25,3527.6,1
0308-IVGOK,female,0,No,No,11,Yes,dsl,No,Yes,No,One year,Credit card (automatic),40.4,422.6,0
7293-LSCDV,female,0,Yes,Yes,60,Yes,no,No,No,No,Two year,Credit card (automatic),19.25,1103.25,0
7025-WCBNE,male,1,No,No,47,Yes,dsl,No,Yes,No,Two year,Bank transfer (automatic),59.6,2754.0,0
5756-JYOJT,female,0,No,No,11,Yes,dsl,No,Yes,No,One year,Credit card (automatic),64.9,697.25,0
4710-FDUIZ,male,0,Yes,No,56,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),100.3,5614.45,1
6030-REHUX,female,1,Yes,No,28,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,110.85,3204.4,0
9548-LIGTA,male,0,Yes,No,61,Yes,dsl,Yes,Yes,Yes,Two year,Mailed check,81.05,4747.65,0
5150-LJNSR,male,0,Yes,Yes,31,Yes,fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),98.05,3082.1,0
8270-RKSAP,male,0,No,No,9,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,70.5,597.9,0
6522-YRBXD,male,1,Yes,No,35,Yes,fiber optic,Yes,No,No,Month-to-month,Electronic check,94.55,3365.4,0
2640-LYMOV,male,0,No,No,2,Yes,no,No,No,No,Month-to-month,Mailed check,19.65,38.8,0
1218-VKFPE,female,0,Yes,Yes,12,Yes,no,No,No,No,Month-to-month,Mailed check,19.0,233.55,1
3627-FHKBK,female,0,No,No,1,Yes,fiber optic,Yes,No,No,Month-to-month,Mailed check,75.3,75.3,1
2865-TCHJW,female,1,No,No,4,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,89.2,346.2,1
1423-BMPBQ,female,0,Yes,Yes,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.0,19.0,0
2393-DIVAI,female,0,No,No,3,Yes,no,No,No,No,Month-to-month,Mailed check,20.0,61.7,0
5192-EBGOV,female,1,No,No,1,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,85.7,85.7,1
4568-KNYWR,male,0,No,No,52,Yes,dsl,Yes,No,Yes,Two year,Credit card (automatic),63.25,3342.45,0
8752-IMQOS,male,0,Yes,Yes,5,Yes,no,No,No,No,One year,Mailed check,20.1,85.1,0
0742-LAFQK,male,0,Yes,No,72,Yes,fiber optic,Yes,No,No,Two year,Electronic check,99.15,7422.1,0
0795-LAFGP,male,0,Yes,Yes,71,Yes,dsl,Yes,Yes,Yes,Two year,Electronic check,90.4,6668.05,0
0619-OLYUR,male,0,Yes,No,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),111.9,8071.05,0
5512-IDZEI,male,0,Yes,Yes,46,Yes,no,No,No,No,One year,Electronic check,24.9,1174.8,0
0459-SPZHJ,male,0,Yes,Yes,63,Yes,dsl,Yes,No,Yes,Two year,Credit card (automatic),83.5,5435.0,0
0215-BQKGS,male,0,No,No,30,Yes,fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),84.3,2438.6,0
9244-ZVAPM,male,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.6,45.6,0
0719-SYFRB,female,0,No,No,12,Yes,dsl,Yes,Yes,No,Month-to-month,Mailed check,61.65,713.75,1
8208-EUMTE,male,0,No,No,16,Yes,dsl,Yes,Yes,Yes,Two year,Mailed check,54.85,916.15,0
5172-MIGPM,male,0,No,No,4,Yes,dsl,No,Yes,No,Month-to-month,Mailed check,65.55,237.2,0
1710-RCXUS,male,0,Yes,No,51,Yes,fiber optic,No,No,No,One year,Credit card (automatic),90.35,4614.55,0
0374-FIUCA,male,0,Yes,No,65,Yes,no,No,No,No,Two year,Credit card (automatic),20.4,1414.45,0
5839-SUYVZ,male,0,No,No,16,Yes,fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),74.55,1170.5,0
5173-ZXXXL,male,0,No,No,2,Yes,no,No,No,No,One year,Mailed check,19.95,47.7,0
1096-ADRUX,female,0,Yes,Yes,66,Yes,fiber optic,No,No,No,One year,Bank transfer (automatic),74.25,4859.25,0
2001-MCUUW,male,0,No,No,46,Yes,fiber optic,No,Yes,Yes,Two year,Electronic check,108.65,4903.2,0
2731-GJRDG,female,0,No,No,32,Yes,fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),109.55,3608.0,0
4723-BEGSG,male,0,Yes,No,72,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),86.65,6094.25,0
6516-NKQBO,male,0,Yes,Yes,38,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),81.0,3084.9,0
8672-OAUPW,male,0,No,Yes,51,Yes,dsl,No,Yes,No,One year,Credit card (automatic),47.85,2356.75,0
8207-DMRVL,male,0,Yes,Yes,72,Yes,fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.55,8306.05,0
3419-SNJJD,female,1,Yes,No,65,Yes,fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),105.25,6786.4,1
6543-CPZMK,male,0,Yes,Yes,9,Yes,dsl,No,No,No,Month-to-month,Electronic check,29.95,248.95,1
4765-OXPPD,female,0,Yes,Yes,9,Yes,dsl,Yes,Yes,No,Month-to-month,Mailed check,65.0,663.05,1
2804-ETQDK,male,0,No,Yes,66,Yes,no,No,No,No,Two year,Mailed check,20.55,1357.1,0
6689-VRRTK,female,1,No,No,44,Yes,fiber optic,Yes,No,Yes,One year,Credit card (automatic),109.8,4860.35,0
7138-GIRSH,male,0,No,No,50,Yes,dsl,No,Yes,No,Two year,Bank transfer (automatic),69.5,3418.2,0
9396-ZSFLL,female,0,No,No,15,Yes,dsl,No,No,No,Month-to-month,Mailed check,48.85,631.4,0
6464-KEXXH,male,0,No,No,8,Yes,dsl,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,186.3,0
7134-MJPDY,female,1,No,No,66,Yes,fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,6976.75,0
5240-CAOYT,female,0,No,No,57,Yes,fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),65.60756321839081,4884.85,0
4059-IIEBK,female,0,No,No,7,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,522.95,0
4881-JVQOD,male,1,Yes,Yes,10,Yes,dsl,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,362.6,0
0516-UXRMT,female,0,No,No,62,Yes,fiber optic,Yes,No,No,One year,Electronic check,65.60756321839081,5755.8,0
4851-BQDNX,male,0,Yes,Yes,40,Yes,fiber optic,No,No,Yes,One year,Electronic check,65.60756321839081,3355.65,0
5148-HKFIR,female,0,No,No,20,Yes,no,No,No,No,Two year,Mailed check,65.60756321839081,406.95,0
1009-IRMNA,female,0,No,No,7,Yes,no,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,137.6,1
3003-CMDUU,female,0,Yes,No,25,Yes,fiber optic,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,2395.7,0
5016-IBERQ,male,0,Yes,No,23,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1968.1,0
6797-UCJHZ,female,1,Yes,No,66,Yes,fiber optic,No,No,Yes,One year,Credit card (automatic),65.60756321839081,6819.45,0
2469-DTSGX,female,1,No,No,72,Yes,fiber optic,No,Yes,Yes,Two year,Electronic check,65.60756321839081,7943.45,0
4554-YGZIH,male,1,Yes,No,49,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,4547.25,1
5099-BAILX,male,1,Yes,Yes,43,Yes,fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),65.60756321839081,4687.9,1
9931-KGHOA,female,0,Yes,No,46,Yes,dsl,Yes,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,2473.95,0
1775-KWJKQ,male,0,Yes,Yes,72,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,6562.9,0
7665-VIGUD,male,0,No,No,10,Yes,no,No,No,No,One year,Mailed check,65.60756321839081,176.3,0
9411-TPQQV,female,0,No,No,40,Yes,dsl,Yes,Yes,Yes,One year,Bank transfer (automatic),65.60756321839081,2236.2,0
7207-RMRDB,female,0,Yes,Yes,65,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,6985.65,1
7954-MLBUN,male,0,No,No,31,Yes,fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.45,3109.9,0
2077-DDHJK,female,0,Yes,No,68,Yes,dsl,Yes,Yes,No,Two year,Credit card (automatic),70.9,4911.35,0
4913-EHYUI,male,1,Yes,Yes,56,Yes,fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.55,5794.65,1
0195-IESCP,male,0,Yes,No,10,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,85.25,855.3,1
9574-BOSMD,male,0,Yes,Yes,68,Yes,no,No,No,No,Two year,Bank transfer (automatic),25.4,1620.2,0
4580-TMHJU,female,0,Yes,Yes,43,Yes,dsl,No,No,Yes,Month-to-month,Electronic check,56.15,2499.3,1
0970-ETWGE,male,0,No,No,1,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,89.55,1
4908-XAXAY,female,1,No,No,49,Yes,fiber optic,No,No,No,One year,Bank transfer (automatic),89.85,4287.2,0
8404-VLQFB,female,0,Yes,Yes,15,Yes,no,No,No,No,Month-to-month,Electronic check,25.25,394.85,0
1626-ERCMM,male,1,Yes,No,20,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,94.55,1899.65,1
0887-HJGAR,male,0,No,No,1,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.7,45.7,1
2391-IPLOP,male,0,Yes,Yes,50,Yes,dsl,No,Yes,Yes,One year,Electronic check,69.65,3442.15,0
5644-PDMZC,female,1,No,No,2,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,89.5,161.5,1
3509-GWQGF,male,1,No,No,24,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),70.0,1732.6,0
9576-ANLXO,female,0,No,No,3,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),69.55,222.3,1
2024-BASKD,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,74.6,74.6,1
5845-BZZIB,male,0,Yes,Yes,35,Yes,no,No,No,No,Two year,Mailed check,20.1,655.3,0
1140-UKVZG,female,0,No,No,17,Yes,no,No,No,No,Month-to-month,Mailed check,24.8,475.25,0
4160-AMJTL,female,1,No,No,8,Yes,no,No,No,No,Month-to-month,Electronic check,19.65,164.3,1
5183-SNMJQ,male,0,No,No,10,Yes,fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),95.1,865.1,0
8100-PNJMH,male,0,Yes,Yes,68,Yes,dsl,Yes,Yes,Yes,Two year,Credit card (automatic),88.85,6132.7,0
7838-LAZFO,male,0,Yes,No,45,Yes,dsl,Yes,No,Yes,One year,Bank transfer (automatic),78.8,3597.5,0
4464-JCOLN,male,0,Yes,Yes,2,Yes,no,No,No,No,One year,Mailed check,19.85,35.9,1
2085-JVGAD,male,0,Yes,No,37,Yes,no,No,No,No,Month-to-month,Bank transfer (automatic),20.35,697.65,0
5650-VDUDS,female,0,No,No,4,Yes,dsl,No,No,No,Month-to-month,Mailed check,24.25,96.05,1
8095-WANWK,female,0,No,No,10,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.25,428.7,0
3030-ZKIWL,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.05,20.05,0
9565-FLVCG,male,0,Yes,Yes,65,Yes,dsl,Yes,No,No,Two year,Mailed check,69.55,4459.15,0
8755-OGKNA,female,0,Yes,Yes,57,Yes,no,No,No,No,Two year,Bank transfer (automatic),19.5,1167.6,0
2800-VEQXM,female,0,No,No,3,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,74.75,238.1,0
7538-GWHML,female,0,No,No,2,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,69.65,145.15,1
5533-RJFTJ,male,0,No,No,49,Yes,dsl,No,No,No,Month-to-month,Bank transfer (automatic),30.2,1453.1,0
3859-CVCET,female,0,No,No,4,Yes,dsl,No,No,No,Month-to-month,Mailed check,45.65,191.05,1
0214-JHPFW,female,0,Yes,No,70,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),57.8,4039.3,0
5642-MHDQT,female,0,Yes,Yes,53,Yes,no,No,No,No,One year,Bank transfer (automatic),19.85,1039.45,0
3088-FVYWK,male,0,Yes,Yes,53,Yes,no,No,No,No,Two year,Credit card (automatic),25.55,1336.1,0
3276-HDUEG,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,75.05,75.05,1
9092-GDZKO,male,0,No,No,22,Yes,no,No,No,No,Month-to-month,Credit card (automatic),24.85,493.4,0
0823-HSCDJ,male,1,No,No,52,Yes,dsl,No,No,Yes,Month-to-month,Electronic check,49.15,2550.9,1
3729-OWRVL,male,1,No,No,65,Yes,fiber optic,Yes,Yes,Yes,Two year,Electronic check,110.35,7246.15,0
2324-AALNO,female,0,No,No,48,Yes,no,No,No,No,One year,Bank transfer (automatic),24.55,1203.95,0
0822-GAVAP,female,0,No,No,2,Yes,dsl,No,No,No,Month-to-month,Electronic check,34.7,62.25,1
5760-IFJOZ,male,0,No,No,3,Yes,fiber optic,No,No,Yes,Month-to-month,Mailed check,107.95,313.6,0
2826-UWHIS,male,0,Yes,No,45,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.4,3775.85,0
1448-PWKYE,male,0,Yes,Yes,1,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,80.0,80.0,1
7501-IWUNG,female,0,Yes,Yes,61,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,4616.05,0
4957-TREIR,male,0,No,No,3,Yes,dsl,Yes,Yes,Yes,Month-to-month,Credit card (automatic),65.60756321839081,195.65,0
7251-LJBQN,female,1,No,No,40,Yes,fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,4188.4,0
8040-MNRTF,female,0,No,No,1,Yes,fiber optic,No,No,No,Month-to-month,Mailed check,65.60756321839081,71.1,0
1536-HBSWP,female,0,No,No,1,Yes,dsl,No,Yes,No,Month-to-month,Electronic check,65.60756321839081,49.9,0
5313-FPXWG,male,0,No,No,51,Yes,no,No,No,No,One year,Bank transfer (automatic),65.60756321839081,1266.4,0
0067-DKWBL,male,1,No,No,2,Yes,dsl,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,91.1,1
0946-FKYTX,male,0,No,No,52,Yes,dsl,No,No,No,One year,Mailed check,65.60756321839081,1623.4,0
5076-YVXCM,male,0,No,No,51,Yes,fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.4,4149.45,0
8262-COGGB,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.45,20.45,0
6663-JOCQO,male,0,Yes,Yes,31,Yes,dsl,Yes,Yes,No,One year,Bank transfer (automatic),75.25,2344.5,0
9620-QJREV,male,0,No,Yes,47,Yes,no,No,No,No,One year,Credit card (automatic),20.55,1013.05,0
2276-YDAVZ,female,0,No,No,3,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.1,270.7,1
2682-KEVRP,female,1,No,No,22,Yes,no,No,No,No,One year,Mailed check,20.05,417.0,0
2480-JZOSN,female,0,Yes,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,20.65,20.65,0
0078-XZMHT,male,0,Yes,No,72,Yes,dsl,No,Yes,Yes,Two year,Bank transfer (automatic),85.15,6316.2,0
5896-NPFWW,male,0,Yes,Yes,3,Yes,dsl,No,No,No,Month-to-month,Electronic check,50.15,168.15,1
9978-HYCIN,male,1,Yes,Yes,47,Yes,fiber optic,No,No,Yes,One year,Bank transfer (automatic),84.95,4018.05,0
8338-QIUNR,male,0,Yes,Yes,72,Yes,dsl,Yes,Yes,No,Two year,Credit card (automatic),66.5,4811.6,0
1525-LNLOJ,male,0,Yes,Yes,66,Yes,dsl,No,No,Yes,Two year,Bank transfer (automatic),63.3,4189.7,0
9450-TRJUU,male,0,No,No,35,Yes,fiber optic,No,No,Yes,Month-to-month,Electronic check,83.15,2848.45,0
1766-GKNMI,male,0,No,No,29,Yes,fiber optic,No,No,No,Month-to-month,Electronic check,84.9,2516.2,0
6942-LBFDP,female,0,No,No,2,Yes,no,No,No,No,Month-to-month,Mailed check,20.55,33.6,0
1456-TWCGB,male,0,No,No,4,Yes,dsl,No,No,No,Month-to-month,Mailed check,49.25,208.45,0
7133-VBDCG,female,0,No,No,25,Yes,fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.85,2015.35,1
7596-ZYWBB,female,0,No,No,65,Yes,dsl,Yes,Yes,No,Two year,Mailed check,59.6,3739.8,0
8329-UTMVM,male,1,No,No,27,Yes,fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),104.65,2964.0,0
3014-WJKSM,male,0,Yes,No,29,Yes,fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.3,2263.4,0
3347-YJZZE,male,0,Yes,Yes,29,Yes,dsl,No,No,Yes,Month-to-month,Credit card (automatic),80.1,2211.8,0
1029-QFBEN,male,0,No,No,1,Yes,no,No,No,No,Month-to-month,Mailed check,19.55,19.55,1
7929-DMBCV,female,0,Yes,No,20,Yes,fiber optic,No,Yes,No,Month-to-month,Mailed check,81.0,1683.7,0
9661-JALZV,female,0,No,No,58,Yes,no,No,No,No,Two year,Credit card (automatic),24.7,1519.0,0
